Time,Resistivity_1,Resistivity_2,Resistivity_3,Thickness_1,Thickness_2,dBdt_t1,dBdt_t2,dBdt_t3,dBdt_t4,dBdt_t5,dBdt_t6,dBdt_t7,dBdt_t8,dBdt_t9,dBdt_t10,dBdt_t11,dBdt_t12,dBdt_t13,dBdt_t14,dBdt_t15,dBdt_t16,dBdt_t17,dBdt_t18,dBdt_t19,dBdt_t20,dBdt_t21,dBdt_t22,dBdt_t23,dBdt_t24,dBdt_t25,dBdt_t26,dBdt_t27,dBdt_t28,dBdt_t29,dBdt_t30,dBdt_t31
1e-05,117.42456637965297,18.320754543116312,8.683343955076943,46.12536926706023,91.81317460666293,1.7977437979923169e-09,1.3845183767300834e-09,1.0540768509948892e-09,7.991645680940616e-10,6.085356419080938e-10,4.962917054414637e-10,4.207143069425456e-10,3.325975296289512e-10,2.746685417066032e-10,2.1612058367592061e-10,1.7751432145918062e-10,1.426208043708095e-10,1.1479876939347909e-10,9.281630184786871e-11,7.510416939042201e-11,6.045691196916437e-11,4.8962959254632436e-11,3.939205575568614e-11,3.153141675869573e-11,2.514480602828389e-11,1.991311277749625e-11,1.699516706989838e-11,1.3966573546849498e-11,1.1132942780179402e-11,8.857642871079503e-12,6.928237374038025e-12,5.284548867498509e-12,4.001198106466627e-12,3.021402387555821e-12,2.27236826286889e-12,1.692898299825181e-12
1e-05,89.58483526040891,19.472407284189966,5.864195066959129,46.86431375051237,104.51533819646487,2.0659525588729297e-09,1.6334682142717367e-09,1.2745720247362443e-09,9.857542931903729e-10,7.600813469402602e-10,6.213213601085148e-10,5.249649453924885e-10,4.126216138290188e-10,3.379112291517252e-10,2.6209840692176006e-10,2.1228137814105781e-10,1.6755118787129348e-10,1.323979170314852e-10,1.0519473319446215e-10,8.37711347798912e-11,6.643768126117529e-11,5.314946118827376e-11,4.226887932382138e-11,3.3465121190147565e-11,2.6401237978049003e-11,2.067321519283091e-11,1.753225743989691e-11,1.4283648198355144e-11,1.1260312744476852e-11,8.862359595150263e-12,6.8497535653932245e-12,5.156217611308958e-12,3.856250376242006e-12,2.881975656275803e-12,2.1507865624404705e-12,1.5949194050514243e-12
1e-05,108.01306065499605,17.207334914546593,9.492713152197798,57.25396447211186,93.38450910530045,1.997448212084443e-09,1.5666615945018983e-09,1.2102182716272753e-09,9.242268768385556e-10,7.016588763051565e-10,5.662095479794395e-10,4.734966177505241e-10,3.6540127722105185e-10,2.950103845761861e-10,2.241066252230279e-10,1.7897630335716113e-10,1.3907659671353939e-10,1.0857826682036225e-10,8.564839912323127e-11,6.803538242720618e-11,5.405210641233158e-11,4.348477467353395e-11,3.487942821063166e-11,2.7922761645152795e-11,2.2323221394420526e-11,1.7755528249962015e-11,1.5203551385234197e-11,1.2552806651994847e-11,1.0067661149865686e-11,8.062920805285974e-12,6.3549478635125285e-12,4.891492891471891e-12,3.739022382891257e-12,2.8501959108565942e-12,2.1632183726563772e-12,1.6257253454699304e-12
1e-05,84.11429007952471,21.697443994448836,7.976334210749962,55.804010186665884,106.0044103350771,2.1979429176349125e-09,1.7675309797293686e-09,1.4032756915299472e-09,1.1021243290548824e-09,8.589771411660841e-10,7.03566998616306e-10,5.922649368517076e-10,4.6249626015935706e-10,3.749245965886288e-10,2.8561277785819157e-10,2.2695407398873772e-10,1.7463335498577914e-10,1.3417155074673183e-10,1.036896256793863e-10,8.046626369040867e-11,6.231766670559602e-11,4.894509765068901e-11,3.831376343093879e-11,2.9936285150942034e-11,2.336225978190416e-11,1.8127849635993694e-11,1.5329033762687894e-11,1.2448335994884614e-11,9.78000151208539e-12,7.686897838466167e-12,5.939716541611255e-12,4.477850018337316e-12,3.3606434255563113e-12,2.5243665863314294e-12,1.89551534985133e-12,1.4151592175539224e-12
1e-05,107.10972353624733,15.201756341741952,2.9568205907662377,57.481012868508614,101.98661720014759,1.996832002206093e-09,1.564508450097853e-09,1.2066343535049505e-09,9.195309981442661e-10,6.963047621725765e-10,5.608000293232402e-10,4.683520882274552e-10,3.6056570234445614e-10,2.9066168424093344e-10,2.203509978429964e-10,1.758506957600171e-10,1.3660713100563539e-10,1.0674151235895053e-10,8.437628572174068e-11,6.724110603025232e-11,5.364768375542137e-11,4.335775387156726e-11,3.494605362125904e-11,2.810221834486969e-11,2.254196641085779e-11,1.7953569945151837e-11,1.5340627126317736e-11,1.2616954194664456e-11,1.0059429503709584e-11,7.988953414571642e-12,6.23094033351593e-12,4.7331283788447645e-12,3.569550951710692e-12,2.690174228645385e-12,2.0264551199910347e-12,1.5195804692615136e-12
1e-05,97.26927419716725,15.455468430649173,3.473079399552593,59.627159917287884,93.91592413387592,2.144382107650168e-09,1.7172158696346418e-09,1.356714658519933e-09,1.0588793372174094e-09,8.182052392499815e-10,6.644854455796664e-10,5.547543424921366e-10,4.2681726914503855e-10,3.4130370065776155e-10,2.543759119699719e-10,1.9841533025831065e-10,1.491124797126037e-10,1.1191174004302575e-10,8.478025239266426e-11,6.48449819478957e-11,4.981451009510005e-11,3.9146637245708475e-11,3.0855136985567076e-11,2.4404342378254643e-11,1.9341303143360938e-11,1.5262913114904947e-11,1.3005234450661362e-11,1.0664036097448134e-11,8.477920116500693e-12,6.7305806396596185e-12,5.257351178215954e-12,4.011274295331961e-12,3.048941119897102e-12,2.3224983624314564e-12,1.7720181821585823e-12,1.3481205914847972e-12
1e-05,108.9278704035138,17.851377553334206,8.885763150835174,45.477545369594324,115.29625267534838,1.8722462197708587e-09,1.4509402849511615e-09,1.1104681797515265e-09,8.44813315118703e-10,6.439617711248465e-10,5.246353571738498e-10,4.439025653279937e-10,3.4977504066745755e-10,2.8794104257969046e-10,2.2546290827417177e-10,1.8448006816350045e-10,1.4756064690161612e-10,1.1830419508571066e-10,9.534858634732886e-11,7.697030324711534e-11,6.185217801985914e-11,5.004609262503281e-11,4.024477524937746e-11,3.221382810110655e-11,2.5699722376998602e-11,2.0368794422312656e-11,1.7394630351204375e-11,1.4307171169234192e-11,1.1416974032154766e-11,9.09351521915302e-12,7.120972141236805e-12,5.4381753829553864e-12,4.121702344063802e-12,3.114511754272137e-12,2.343011988311802e-12,1.7451435650735322e-12
1e-05,80.66865136668231,21.662724158438895,9.825545236875566,59.636504911343216,100.96480339152622,2.2551867651548295e-09,1.8319169443071082e-09,1.472124943806192e-09,1.171748988431346e-09,9.252210671373374e-10,7.631333800794155e-10,6.43743621809783e-10,5.045453832898411e-10,4.084467712757676e-10,3.0968837673260113e-10,2.4367616686751115e-10,1.8460783206940698e-10,1.3884339439937944e-10,1.0464498852110233e-10,7.906459651748574e-11,5.959285979911625e-11,4.578396799215317e-11,3.517616909271046e-11,2.7099830302702465e-11,2.095063002092357e-11,1.6167220293416394e-11,1.3667281157178928e-11,1.1104036533657481e-11,8.735003425641612e-12,6.886424546870815e-12,5.34417500700937e-12,4.053570286378155e-12,3.064150105837077e-12,2.318963463693307e-12,1.753901171951532e-12,1.318036385617002e-12
1e-05,116.73849662798636,24.3727349334417,8.704068563960332,50.041262399499715,98.05230305952827,1.9534815378201723e-09,1.5294261776100292e-09,1.1809224603314716e-09,9.030909698203378e-10,6.879520582307944e-10,5.571778563359699e-10,4.674269452719165e-10,3.6278506554332804e-10,2.9411106781335533e-10,2.2474556669403306e-10,1.7998617191820968e-10,1.401433763568526e-10,1.093125269268294e-10,8.584550030360334e-11,6.764560305326652e-11,5.311248291046673e-11,4.211186069524099e-11,3.3181791058195486e-11,2.6015425865941133e-11,2.031784950576126e-11,1.5750364583280703e-11,1.3310073530080855e-11,1.0800200515783078e-11,8.478763317473306e-12,6.664102356267678e-12,5.152850801122167e-12,3.891567503656816e-12,2.9298840431165587e-12,2.2106430930868442e-12,1.669256079794829e-12,1.2544977914018676e-12
1e-05,113.83253159008585,21.961165692861968,9.675480388846799,56.61385566880404,110.66735672363883,1.9680915233135405e-09,1.5418328800087611e-09,1.1907602163551007e-09,9.103025913409862e-10,6.927766059452075e-10,5.604984637123987e-10,4.697910729710517e-10,3.640340198122703e-10,2.947940923923801e-10,2.2491612312809642e-10,1.8000977808501612e-10,1.401155580164667e-10,1.0935358448692858e-10,8.60197351620025e-11,6.797093076421361e-11,5.358114154145535e-11,4.269386802769736e-11,3.384798165153347e-11,2.6733429920940184e-11,2.1054104746182397e-11,1.647331451789235e-11,1.39855738405233e-11,1.1417507841461023e-11,9.030519367336492e-12,7.142818073444688e-12,5.557734191654203e-12,4.222110163713291e-12,3.1918748447568916e-12,2.413027418801425e-12,1.8215104864395846e-12,1.3653081462435892e-12
1e-05,110.12697825019656,15.010906454178624,5.3418628186709975,54.21383678374978,98.54561264928749,1.971089459995359e-09,1.5397085531156794e-09,1.1837825746227517e-09,8.994125849117202e-10,6.793495092619585e-10,5.465019898911335e-10,4.5629606896023887e-10,3.5112368667522107e-10,2.831264659937222e-10,2.1480997762451165e-10,1.716587501301437e-10,1.3361252812189647e-10,1.0465354779314335e-10,8.293739872037968e-11,6.626146414895816e-11,5.299727510515227e-11,4.292625366237916e-11,3.467774673890199e-11,2.7959744602136725e-11,2.2503264234169174e-11,1.8007313868120073e-11,1.5450387053738292e-11,1.2785276759154452e-11,1.0278236278673342e-11,8.24037994322078e-12,6.498575067620291e-12,5.0016128926113935e-12,3.82113722619765e-12,2.9117706953034953e-12,2.211121664821069e-12,1.6653435080499172e-12
1e-05,110.62007565737878,23.319109774551016,7.674633985832209,48.425479764393465,106.21715979025055,1.9972982796902745e-09,1.5703521450830099e-09,1.2175146107099945e-09,9.343923308541442e-10,7.136263287136249e-10,5.784544707893624e-10,4.851786736196613e-10,3.764270784179795e-10,3.0488445267750124e-10,2.3256028648963612e-10,1.8589351599478634e-10,1.44392131778661e-10,1.1235051709811576e-10,8.804887182810779e-11,6.927832037243482e-11,5.4347294979927384e-11,4.308787703305954e-11,3.396661636954721e-11,2.6653876268258086e-11,2.0837582954823657e-11,1.616780942992884e-11,1.366490194036217e-11,1.1088994766302531e-11,8.705433801141621e-12,6.84026409355062e-12,5.286667809335196e-12,3.989954261340447e-12,3.0017102240453712e-12,2.2633722329691194e-12,1.7084539176148967e-12,1.2841205869369832e-12
1e-05,93.72555941650774,22.12704305945877,8.631180078368864,53.49593813351541,107.73153693926665,2.1253531851790283e-09,1.6944458405520812e-09,1.3327769308978444e-09,1.036956874631441e-09,8.011923499300909e-10,6.53047700483397e-10,5.485633838178304e-10,4.2674361432001395e-10,3.4547938270396306e-10,2.6292739502004524e-10,2.0921315725830067e-10,1.6141428641156195e-10,1.2455086250941713e-10,9.676583110981024e-11,7.55200258609378e-11,5.882069798866578e-11,4.641219476674528e-11,3.6475074038667966e-11,2.8589686454431164e-11,2.236603138842261e-11,1.7390477941229298e-11,1.4719842791718182e-11,1.196925560714318e-11,9.419602361060366e-12,7.416184092766282e-12,5.741680636872292e-12,4.3383797210152745e-12,3.2635038503694716e-12,2.4567913562237453e-12,1.848419966811014e-12,1.3822966873478006e-12
1e-05,102.65737077332267,19.595736979936458,5.00329773143616,47.280922698539975,100.5528975781946,1.9429000615733437e-09,1.5172228727521656e-09,1.1699212172167086e-09,8.958668267669609e-10,6.861147910821572e-10,5.598315849261468e-10,4.73481597377869e-10,3.72804903353634e-10,3.0628880780981527e-10,2.389445107993841e-10,1.9467856540204283e-10,1.5482953701054025e-10,1.233235302796117e-10,9.871704489789362e-11,7.913482961403975e-11,6.312888154129016e-11,5.072194371970156e-11,4.047986961958252e-11,3.2130406397345763e-11,2.5387027491644803e-11,1.9889984456042442e-11,1.6861534220529916e-11,1.3727143140043402e-11,1.0810246088430114e-11,8.496974228602238e-12,6.557815314225083e-12,4.9287948487005526e-12,3.682019652949298e-12,2.7508644207635702e-12,2.0544059757904252e-12,1.5264830426774871e-12
1e-05,87.38114733999898,19.76411161813859,8.412951508623784,53.02237621567986,114.19343759446586,2.169339323903283e-09,1.7375390236586459e-09,1.3730639346078619e-09,1.0728966579122399e-09,8.318246551176813e-10,6.790123863499872e-10,5.704784278589702e-10,4.4393712263724087e-10,3.5920173033734934e-10,2.7301081159108114e-10,2.1686372292040157e-10,1.6693359275014525e-10,1.2850385319780054e-10,9.965166631822922e-11,7.770050658041041e-11,6.053602662725483e-11,4.7851364169990864e-11,3.772649633803308e-11,2.9706522695643155e-11,2.3373996435198886e-11,1.8296828378158666e-11,1.5541138451557702e-11,1.269558139298715e-11,1.0048233450159357e-11,7.950128793540807e-12,6.185629431184566e-12,4.696306949908915e-12,3.5456290494918037e-12,2.675085262425557e-12,2.01422262039283e-12,1.505383054754695e-12
1e-05,117.65309843365944,20.812669241197284,6.569797167425082,47.854480434031416,100.09750021503265,1.8141793053377612e-09,1.4014029793896877e-09,1.0706356565110353e-09,8.146742327821014e-10,6.224381991434983e-10,5.085069424411901e-10,4.312806655327456e-10,3.4124143713568996e-10,2.817207286655448e-10,2.214473452593687e-10,1.8151546899878528e-10,1.4538161926089957e-10,1.165331853713545e-10,9.374894360343356e-11,7.542724921806769e-11,6.032197794853008e-11,4.8521579693636824e-11,3.873621759527251e-11,3.073556349814276e-11,2.4267071699390032e-11,1.8998370606568798e-11,1.6107698532025247e-11,1.3118650719126907e-11,1.033902010304321e-11,8.138319241946836e-12,6.293609769605427e-12,4.743447781456521e-12,3.5549283368158315e-12,2.6644054739661322e-12,1.9954963393558504e-12,1.4859585073077403e-12
1e-05,96.4798382401725,23.38972160931271,4.472015338978201,58.45418088564854,110.2934871029048,2.156179523945947e-09,1.731573955310984e-09,1.373723676590835e-09,1.0782844388080634e-09,8.392986597880958e-10,6.857147378949225e-10,5.7512478837921e-10,4.4618637361309193e-10,3.590133338908985e-10,2.700520075070871e-10,2.118524440389324e-10,1.60175084596003e-10,1.2061719812909388e-10,9.130006242844035e-11,6.942442487089257e-11,5.271334146463161e-11,4.072340967282889e-11,3.1374687302798377e-11,2.41288803934804e-11,1.851935653573501e-11,1.4110433355441627e-11,1.1830390250885332e-11,9.501871816544726e-12,7.368499625952681e-12,5.738631451811617e-12,4.403027894576444e-12,3.309117290133256e-12,2.4929131637822183e-12,1.8931205757323443e-12,1.4468564046333083e-12,1.1069643907651487e-12
1e-05,93.53388558791559,19.992574794877687,9.00840578868279,50.387880802914225,118.8177084551349,2.121894443557907e-09,1.6899589196072406e-09,1.3273719060843077e-09,1.0308838194657759e-09,7.948017090886133e-10,6.468079496349204e-10,5.427375218702616e-10,4.2140031140250205e-10,3.407454838995985e-10,2.589133976773075e-10,2.0591446937234936e-10,1.5884714577548947e-10,1.226730612832959e-10,9.549290521549256e-11,7.475427439756594e-11,5.846908770184047e-11,4.6362824549377856e-11,3.665137039035119e-11,2.8922771615062344e-11,2.2796952379570022e-11,1.7872159687653413e-11,1.5191623722952945e-11,1.2422279705224284e-11,9.8443121911861e-12,7.798377410985466e-12,6.075909556813612e-12,4.6201827398626485e-12,3.4934378768443806e-12,2.639261687540921e-12,1.9894261652512004e-12,1.4879878570848504e-12
1e-05,103.33157605082424,18.709976972086444,1.0086452066141485,52.84498886161337,103.1472975286684,2.04046038067963e-09,1.6091720682691362e-09,1.2505224857742573e-09,9.608395620960118e-10,7.335666140942585e-10,5.937915562056264e-10,4.971852251133803e-10,3.845505124477852e-10,3.1064712209209523e-10,2.360053172445191e-10,1.8817709930937584e-10,1.4581312674200975e-10,1.1335137980624896e-10,8.893489519654015e-11,7.020847860816846e-11,5.5380089409490566e-11,4.4208919110361776e-11,3.5122207087300065e-11,2.776588070362331e-11,2.1815622883781472e-11,1.6927863446752378e-11,1.4205641137436998e-11,1.1383596604290995e-11,8.766055395916802e-12,6.706231806488396e-12,5.008345407807958e-12,3.615461583627598e-12,2.5964118720100863e-12,1.8821520086962297e-12,1.3864294183468684e-12,1.0381189845022698e-12
1e-05,104.11706691087066,24.350018882764125,1.4251770559762669,53.97028439851044,117.59741279607839,2.0503491710841102e-09,1.6218690410336877e-09,1.265549720890694e-09,9.773666666794292e-10,7.505704821954984e-10,6.101127292076062e-10,5.122114783706361e-10,3.98067000126295e-10,3.2244182965074616e-10,2.4580029843954633e-10,1.9608343217018678e-10,1.5181978676384667e-10,1.176078421188125e-10,9.168266096955368e-11,7.170421311495024e-11,5.5854938375615337e-11,4.392968987543103e-11,3.426753626203735e-11,2.6501370844267962e-11,2.0296939366936642e-11,1.529838271454289e-11,1.2670477653942788e-11,9.982032149162106e-12,7.532161318143187e-12,5.685382850750468e-12,4.205979950089924e-12,3.0320747426666193e-12,2.2035116775957117e-12,1.6356510013410566e-12,1.241861780640148e-12,9.586602452445294e-13
1e-05,107.1711890012761,16.705179610308075,4.883348652823191,59.659471333902445,107.69947829224239,2.079887582181905e-09,1.6534700821284197e-09,1.295811985851566e-09,1.0027861395484572e-09,7.685204505886847e-10,6.21116029235864e-10,5.17350394929887e-10,3.9636854754498993e-10,3.164045676860584e-10,2.354334454347895e-10,1.838334146335133e-10,1.3850581733226501e-10,1.044404158108533e-10,7.961156189606085e-11,6.13070790275132e-11,4.741298388676692e-11,3.744187208274561e-11,2.9612958489789683e-11,2.3464070064950105e-11,1.8606061436915748e-11,1.4683064381025995e-11,1.2518943386570652e-11,1.0276991091159369e-11,8.185183334078595e-12,6.516236220348653e-12,5.1081461817532116e-12,3.9154211715022984e-12,2.9903002716755834e-12,2.28721805924339e-12,1.750323680544018e-12,1.333827040242372e-12
