im_height,neurons,kern_sz,enable_dropout,dp_coeff,batch_size,epochs,learning_rate,epoch,train_loss,val_loss,test_loss,train_mae,val_mae,test_mae,train_r2,test_r2
40,8,5,True,0.05,32,200,0.0005,35,0.20271554589271545,0.25808846950531006,0.2409951345938353,0.258843332529068,0.3341349959373474,0.33893118965019686,,
40,8,5,True,0.05,32,200,0.0005,36,0.20142129063606262,0.3367104232311249,0.31816351983689534,0.25814545154571533,0.4172358810901642,0.41790313131864376,,
40,8,5,True,0.05,32,200,0.0005,37,0.1981014460325241,0.20038151741027832,0.17483142226242346,0.2558819353580475,0.26244136691093445,0.25354619061633576,,
40,8,5,True,0.05,32,200,0.0005,38,0.1972002238035202,0.27375632524490356,0.25704051510981696,0.2530021071434021,0.3609216809272766,0.36579288111094443,,
40,8,5,True,0.05,32,200,0.0005,39,0.1959158182144165,0.2103041410446167,0.17981301109794579,0.2531045079231262,0.27446937561035156,0.27267800845631135,,
40,8,5,True,0.05,32,200,0.0005,40,0.1942499876022339,0.20696142315864563,0.18235787447246699,0.2545683681964874,0.2634166479110718,0.26376174927566765,0.8080211985653741,0.754739264548272
40,8,5,True,0.05,32,200,0.0005,41,0.19748073816299438,0.2772500216960907,0.25702732544285806,0.2540191411972046,0.36295560002326965,0.3665298620922537,,
40,8,5,True,0.05,32,200,0.0005,42,0.1976424902677536,0.2721194624900818,0.25229014962742446,0.25534752011299133,0.3476395308971405,0.3521996440116794,,
40,8,5,True,0.05,32,200,0.0005,43,0.19449055194854736,0.2866228520870209,0.2554658507805649,0.2528228163719177,0.3516918420791626,0.35499730964776005,,
40,8,5,True,0.05,32,200,0.0005,44,0.19067446887493134,0.26223644614219666,0.2389959418918962,0.24887776374816895,0.3429539203643799,0.34488753349480566,,
40,8,5,True,0.05,32,200,0.0005,45,0.18862679600715637,0.2649202048778534,0.2435634741200658,0.24731694161891937,0.3388539254665375,0.34554848992584,,
40,8,5,True,0.05,32,200,0.0005,46,0.19295763969421387,0.29134857654571533,0.2784914882029315,0.2514316737651825,0.37647923827171326,0.38457985552970275,,
40,8,5,True,0.05,32,200,0.0005,47,0.18832328915596008,0.25323641300201416,0.23055482632398458,0.24723124504089355,0.32348260283470154,0.3270563277333061,,
40,8,5,True,0.05,32,200,0.0005,48,0.1874997615814209,0.2569764256477356,0.22819498540790034,0.24614757299423218,0.32282277941703796,0.3230185972530644,,
40,8,5,True,0.05,32,200,0.0005,49,0.18477287888526917,0.29043346643447876,0.27379703648240034,0.2447478175163269,0.3709789514541626,0.3789633963009559,,
40,8,5,True,0.05,32,200,0.0005,50,0.18924738466739655,0.23751355707645416,0.2015144215856588,0.2489587664604187,0.2916373908519745,0.28774173011012383,0.7835248927202445,0.7289748228026731
40,8,5,True,0.05,32,200,0.0005,51,0.18717049062252045,0.2537095546722412,0.23664529416647004,0.24814747273921967,0.3307029902935028,0.3346038988668667,,
40,8,5,True,0.05,32,200,0.0005,52,0.18480944633483887,0.2420518547296524,0.22033685059428565,0.24649275839328766,0.3194909393787384,0.32007980471726366,,
40,8,5,True,0.05,32,200,0.0005,53,0.18284903466701508,0.2701641023159027,0.2447840947204351,0.24294669926166534,0.34244734048843384,0.3452166728441525,,
40,8,5,True,0.05,32,200,0.0005,54,0.18253213167190552,0.2174539417028427,0.20014317474098958,0.2414064109325409,0.29098162055015564,0.29372107012613835,,
40,8,5,True,0.05,32,200,0.0005,55,0.1823543906211853,0.2214120775461197,0.19981153728667977,0.24342294037342072,0.291287899017334,0.29287772367229076,,
40,8,5,True,0.05,32,200,0.0005,56,0.18269938230514526,0.29158690571784973,0.27587089951666804,0.2435498684644699,0.36619096994400024,0.36924635209769974,,
40,8,5,True,0.05,32,200,0.0005,57,0.17859087884426117,0.30248841643333435,0.27872848185233273,0.23927253484725952,0.37807926535606384,0.3826988366381219,,
40,8,5,True,0.05,32,200,0.0005,58,0.17734014987945557,0.24999281764030457,0.23693223350682419,0.23806314170360565,0.31894829869270325,0.32331212976289214,,
40,8,5,True,0.05,32,200,0.0005,59,0.17578622698783875,0.2536773979663849,0.24273712832736605,0.23764529824256897,0.32541465759277344,0.3297991039389894,,
40,8,5,True,0.05,32,200,0.0005,60,0.18047545850276947,0.2969096899032593,0.2987781684105204,0.24203947186470032,0.3646480143070221,0.3750593210513686,0.7199055325487735,0.5981607400652813
40,8,5,True,0.05,32,200,0.0005,61,0.17967498302459717,0.24712015688419342,0.22611912791586888,0.2405489981174469,0.3237001299858093,0.32710214005403954,,
40,8,5,True,0.05,32,200,0.0005,62,0.1757381409406662,0.308889776468277,0.2977617623397944,0.2365466058254242,0.3763497769832611,0.38506459428341083,,
40,8,5,True,0.05,32,200,0.0005,63,0.17375409603118896,0.2950873076915741,0.27288791852521593,0.23643918335437775,0.3605082631111145,0.36559665567478605,,
40,8,5,True,0.05,32,200,0.0005,64,0.17713135480880737,0.2553410828113556,0.2198560898740555,0.24017445743083954,0.323760062456131,0.32182002851769353,,
40,8,5,True,0.05,32,200,0.0005,65,0.17669695615768433,0.26769644021987915,0.2510516270036267,0.23562191426753998,0.3441292345523834,0.3497498656002476,,
40,8,5,True,0.05,32,200,0.0005,66,0.1728174239397049,0.27875712513923645,0.25147389271668186,0.23639382421970367,0.3560705780982971,0.3545158335755079,,
40,8,5,True,0.05,32,200,0.0005,67,0.17092889547348022,0.2623138427734375,0.23249114231064574,0.2329442948102951,0.3227509558200836,0.32272688082538664,,
40,8,5,True,0.05,32,200,0.0005,68,0.1719156801700592,0.26630154252052307,0.2371785590848505,0.2349676489830017,0.33302047848701477,0.3371791869123873,,
40,8,5,True,0.05,32,200,0.0005,69,0.17352746427059174,0.25360268354415894,0.22260461088516764,0.23433350026607513,0.32682088017463684,0.32514330554936477,,
40,8,5,True,0.05,32,200,0.0005,70,0.1696251481771469,0.2199905514717102,0.2039883209796172,0.2329680323600769,0.3035866320133209,0.30351948862693506,0.7944056007131531,0.7256475719968001
40,8,5,True,0.05,32,200,0.0005,71,0.17032666504383087,0.22179710865020752,0.2009183927618082,0.23268195986747742,0.2924238443374634,0.29451814590115827,,
40,8,5,True,0.05,32,200,0.0005,72,0.16640332341194153,0.27438294887542725,0.24407657655239245,0.23087245225906372,0.3365301489830017,0.33922679566060515,,
40,8,5,True,0.05,32,200,0.0005,73,0.17002180218696594,0.2701956033706665,0.24780732132187655,0.23417969048023224,0.3444531559944153,0.34966836730433487,,
40,8,5,True,0.05,32,200,0.0005,74,0.16578200459480286,0.20167051255702972,0.17542313913232813,0.22870466113090515,0.24980247020721436,0.24973760001577516,,
40,8,5,True,0.05,32,200,0.0005,75,0.16867414116859436,0.2652731239795685,0.24507287002210495,0.2310451865196228,0.33749398589134216,0.34109868158630924,,
40,8,5,True,0.05,32,200,0.0005,76,0.16960322856903076,0.2674175202846527,0.23533786359566825,0.23124735057353973,0.3383438289165497,0.34106511058052247,,
40,8,5,True,0.05,32,200,0.0005,77,0.1667160838842392,0.2697852551937103,0.24529634582606552,0.22827878594398499,0.344805508852005,0.34925354581053614,,
40,8,5,True,0.05,32,200,0.0005,78,0.16554434597492218,0.23237037658691406,0.2193854226844058,0.22821524739265442,0.30555954575538635,0.3067267084347518,,
40,8,5,True,0.05,32,200,0.0005,79,0.16598758101463318,0.22653359174728394,0.19372284773556497,0.23111633956432343,0.28194257616996765,0.2833235174533965,,
40,8,5,True,0.05,32,200,0.0005,80,0.16713711619377136,0.29534831643104553,0.27229709577691485,0.2294578105211258,0.3676333725452423,0.3670201630505175,0.7231273624393569,0.6337762426502784
40,8,5,True,0.05,32,200,0.0005,81,0.16660776734352112,0.2504331171512604,0.23344557566575874,0.2285808026790619,0.3292965590953827,0.33458566901315234,,
40,8,5,True,0.05,32,200,0.0005,82,0.16488343477249146,0.25769880414009094,0.2456351972208041,0.2288072258234024,0.33521050214767456,0.34054219407869407,,
40,8,5,True,0.05,32,200,0.0005,83,0.16484028100967407,0.2563081979751587,0.2508169208589116,0.22653891146183014,0.3334631025791168,0.3440684255184722,,
40,8,5,True,0.05,32,200,0.0005,84,0.16399052739143372,0.2435447871685028,0.2192214328374664,0.22640718519687653,0.32774803042411804,0.33120225663501685,,
40,8,5,True,0.05,32,200,0.0005,85,0.166962131857872,0.2640710771083832,0.2406298078920195,0.228422611951828,0.33144909143447876,0.32938563280706945,,
40,8,5,True,0.05,32,200,0.0005,86,0.16536782681941986,0.30711987614631653,0.2910027560496528,0.22660377621650696,0.3712396025657654,0.37886666035650546,,
40,8,5,True,0.05,32,200,0.0005,87,0.15981821715831757,0.2370094507932663,0.21981248350362131,0.22466452419757843,0.31529149413108826,0.3163756018693419,,
40,8,5,True,0.05,32,200,0.0005,88,0.16289471089839935,0.2033143788576126,0.18153054875129543,0.2244260311126709,0.2618120610713959,0.26239652200894503,,
40,8,5,True,0.05,32,200,0.0005,89,0.16224142909049988,0.21763265132904053,0.18336068518849993,0.22508937120437622,0.28136590123176575,0.2831340085151134,,
40,8,5,True,0.05,32,200,0.0005,90,0.16144679486751556,0.24188745021820068,0.2266453119104542,0.2259494513273239,0.31218504905700684,0.31813690379444837,0.7799503261042213,0.6951752368980533
40,8,5,True,0.05,32,200,0.0005,91,0.16139227151870728,0.25421643257141113,0.23399770860488744,0.22670798003673553,0.3263782560825348,0.3298854936728237,,
40,8,5,True,0.05,32,200,0.0005,92,0.16827690601348877,0.21692326664924622,0.18041850083767694,0.22718200087547302,0.27659887075424194,0.27569111378062733,,
40,8,5,True,0.05,32,200,0.0005,93,0.16414111852645874,0.2598484456539154,0.2434661591918328,0.22609347105026245,0.3372354805469513,0.34195564367432485,,
40,8,5,True,0.05,32,200,0.0005,94,0.16098752617835999,0.272084504365921,0.25186340758362813,0.22234989702701569,0.3475882411003113,0.35145211908291707,,
40,8,5,True,0.05,32,200,0.0005,95,0.15759320557117462,0.237198144197464,0.21104078750901692,0.2216545194387436,0.3113059401512146,0.3115088001910571,,
40,8,5,True,0.05,32,200,0.0005,96,0.16443704068660736,0.32516393065452576,0.30615499941293556,0.22512266039848328,0.39755386114120483,0.39919679761416466,,
40,8,5,True,0.05,32,200,0.0005,97,0.1617708057165146,0.19097544252872467,0.17504654095822564,0.2258767932653427,0.24631837010383606,0.24892333410867667,,
40,8,5,True,0.05,32,200,0.0005,98,0.15979957580566406,0.2675834596157074,0.24530732255826404,0.22281673550605774,0.3286334276199341,0.3333214442732759,,
40,8,5,True,0.05,32,200,0.0005,99,0.15530988574028015,0.25318482518196106,0.23435024331670298,0.22072120010852814,0.32165154814720154,0.32824027784065757,,
40,8,5,True,0.05,32,200,0.0005,100,0.15532121062278748,0.24572481215000153,0.22886028210591225,0.22019831836223602,0.3171148896217346,0.32200251971445676,0.7758096690872898,0.6921962308051537
40,8,5,True,0.05,32,200,0.0005,101,0.1572805643081665,0.21376387774944305,0.19356900170113933,0.22079472243785858,0.2878720164299011,0.29108471188016527,,
40,8,5,True,0.05,32,200,0.0005,102,0.1584078073501587,0.21000301837921143,0.1826240162346582,0.22005386650562286,0.27070626616477966,0.2677935358963066,,
40,8,5,True,0.05,32,200,0.0005,103,0.15913976728916168,0.20601248741149902,0.17937948959157965,0.2221834361553192,0.2695368528366089,0.2712741573918827,,
40,8,5,True,0.05,32,200,0.0005,104,0.1560940444469452,0.17773757874965668,0.16743103939402562,0.2242501825094223,0.2369643896818161,0.24189788749669378,,
40,8,5,True,0.05,32,200,0.0005,105,0.15757179260253906,0.26806893944740295,0.24814925731474702,0.22180502116680145,0.3502916395664215,0.3531261217282063,,
40,8,5,True,0.05,32,200,0.0005,106,0.15683266520500183,0.23966562747955322,0.21325039069437982,0.2167959362268448,0.3191603720188141,0.3217276885354753,,
40,8,5,True,0.05,32,200,0.0005,107,0.15346810221672058,0.2940298020839691,0.28105259572415886,0.21641811728477478,0.3518379032611847,0.3626799748026082,,
40,8,5,True,0.05,32,200,0.0005,108,0.15792343020439148,0.18069392442703247,0.15666201631796714,0.22142551839351654,0.2449258267879486,0.24541160818520655,,
40,8,5,True,0.05,32,200,0.0005,109,0.15157516300678253,0.18375177681446075,0.15069082375976536,0.21587656438350677,0.2503639757633209,0.24883984732509182,,
40,8,5,True,0.05,32,200,0.0005,110,0.1565907895565033,0.23079441487789154,0.19795289145845799,0.22051604092121124,0.3115375339984894,0.30946552041751463,0.7917046249134979,0.7337648736894674
40,8,5,True,0.05,32,200,0.0005,111,0.1532052606344223,0.27532947063446045,0.2534307252772575,0.21612350642681122,0.35397472977638245,0.35673930034919016,,
40,8,5,True,0.05,32,200,0.0005,112,0.1504639834165573,0.21007484197616577,0.19095089633081272,0.21663987636566162,0.28408083319664,0.28823294330663723,,
40,8,5,True,0.05,32,200,0.0005,113,0.15073467791080475,0.25246506929397583,0.2257511134493548,0.21619082987308502,0.3179568350315094,0.3216510755751517,,
40,8,5,True,0.05,32,200,0.0005,114,0.15166108310222626,0.31223374605178833,0.3002832509788528,0.21615824103355408,0.36858823895454407,0.3769744570366665,,
40,8,5,True,0.05,32,200,0.0005,115,0.15466326475143433,0.19983777403831482,0.1722825345721962,0.21919631958007812,0.26270756125450134,0.2645467082957419,,
40,8,5,True,0.05,32,200,0.0005,116,0.15547576546669006,0.24926777184009552,0.22516676195240148,0.2179143726825714,0.32754722237586975,0.3279957925930602,,
40,8,5,True,0.05,32,200,0.0005,117,0.153104767203331,0.2767699360847473,0.25348237446645366,0.21620158851146698,0.3446332514286041,0.3503781247170987,,
40,8,5,True,0.05,32,200,0.0005,118,0.1477072834968567,0.2708331048488617,0.2470373629760994,0.21347734332084656,0.3383452296257019,0.344491279336259,,
40,8,5,True,0.05,32,200,0.0005,119,0.1526368409395218,0.22248123586177826,0.20706519881127353,0.21890310943126678,0.29095014929771423,0.29669251611797864,,
40,8,5,True,0.05,32,200,0.0005,120,0.15179871022701263,0.2850033938884735,0.25986740619776266,0.21870465576648712,0.3454371988773346,0.35210168100415934,0.7429954700714319,0.6504934522385039
40,8,5,True,0.05,32,200,0.0005,121,0.15240052342414856,0.23983988165855408,0.21429618236770956,0.21663245558738708,0.30710214376449585,0.30778138841367053,,
40,8,5,True,0.05,32,200,0.0005,122,0.1503218561410904,0.20054785907268524,0.17838275329589628,0.2156742662191391,0.27065804600715637,0.27288713426280714,,
40,8,5,True,0.05,32,200,0.0005,123,0.15362218022346497,0.2500773072242737,0.23013984146334018,0.2191278338432312,0.31574004888534546,0.32206595737866883,,
40,8,5,True,0.05,32,200,0.0005,124,0.14707206189632416,0.23244492709636688,0.21089794948375323,0.2122124582529068,0.3075094521045685,0.3106149882327917,,
40,8,5,True,0.05,32,200,0.0005,125,0.15166139602661133,0.2732330858707428,0.2546574575821967,0.2155042141675949,0.3329068720340729,0.3409177180594729,,
40,8,5,True,0.05,32,200,0.0005,126,0.15210343897342682,0.2863473892211914,0.27707108282828813,0.21429520845413208,0.3530116677284241,0.3611039822634126,,
40,8,5,True,0.05,32,200,0.0005,127,0.1465250700712204,0.2287120223045349,0.2062033809666587,0.21096090972423553,0.30729562044143677,0.30918294073209346,,
40,8,5,True,0.05,32,200,0.0005,128,0.14392097294330597,0.2626980245113373,0.2502957106545021,0.20933431386947632,0.3285457491874695,0.3382831241990575,,
40,8,5,True,0.05,32,200,0.0005,129,0.15055690705776215,0.2548965513706207,0.2253762559727116,0.21339669823646545,0.3272849917411804,0.32713021353342375,,
40,8,5,True,0.05,32,200,0.0005,130,0.14566490054130554,0.2657017409801483,0.2501656273073386,0.21188077330589294,0.3390168249607086,0.3486050919454402,0.7561638582743425,0.6635417806023811
40,8,5,True,0.05,32,200,0.0005,131,0.14750216901302338,0.21900194883346558,0.18656845160191488,0.21513964235782623,0.27588608860969543,0.27659855605588907,,
40,8,5,True,0.05,32,200,0.0005,132,0.15252071619033813,0.25539788603782654,0.24888892445971553,0.21562492847442627,0.31520599126815796,0.3240266636857809,,
40,8,5,True,0.05,32,200,0.0005,133,0.14799194037914276,0.252274751663208,0.23245303864109923,0.21207483112812042,0.3183681070804596,0.3242841930338783,,
40,8,5,True,0.05,32,200,0.0005,134,0.1492476761341095,0.21575886011123657,0.1907988683803947,0.2154673933982849,0.2790631651878357,0.28212055821628373,,
40,8,5,True,0.05,32,200,0.0005,135,0.1455892026424408,0.22839300334453583,0.20713376995034782,0.21051949262619019,0.28917810320854187,0.2956464912992422,,
40,8,5,True,0.05,32,200,0.0005,136,0.14583627879619598,0.2104669064283371,0.1864757339829526,0.21061880886554718,0.2876277267932892,0.28428105550171034,,
40,8,5,True,0.05,32,200,0.0005,137,0.141511008143425,0.28578242659568787,0.27400406818772277,0.2085839956998825,0.34079650044441223,0.35039273947071636,,
40,8,5,True,0.05,32,200,0.0005,138,0.14536431431770325,0.21308590471744537,0.19308692483361703,0.20934706926345825,0.28056952357292175,0.2856027637838306,,
40,8,5,True,0.05,32,200,0.0005,139,0.14345471560955048,0.1953171193599701,0.1811485519338517,0.20873749256134033,0.2674512565135956,0.27160742690070266,,
40,8,5,True,0.05,32,200,0.0005,140,0.1448550522327423,0.26799276471138,0.2556179525950509,0.2093576043844223,0.3429279923439026,0.35345127326837045,0.7558634011602657,0.6562087201910618
40,8,5,True,0.05,32,200,0.0005,141,0.15031269192695618,0.22284545004367828,0.19856225610902054,0.21268510818481445,0.3015226423740387,0.2967188053709081,,
40,8,5,True,0.05,32,200,0.0005,142,0.14891405403614044,0.2577361762523651,0.249075071226945,0.213129460811615,0.3316344618797302,0.34153359107064246,,
40,8,5,True,0.05,32,200,0.0005,143,0.14863471686840057,0.2668132781982422,0.2429958056252572,0.211065873503685,0.33200716972351074,0.3391275018553806,,
40,8,5,True,0.05,32,200,0.0005,144,0.1440255492925644,0.304212361574173,0.2985904273806829,0.21038223803043365,0.36331140995025635,0.3738710099572656,,
40,8,5,True,0.05,32,200,0.0005,145,0.142839252948761,0.22598926723003387,0.20342497848420843,0.20890690386295319,0.30581116676330566,0.30909907480610377,,
40,8,5,True,0.05,32,200,0.0005,146,0.144394651055336,0.2091902196407318,0.18864401606461162,0.21160954236984253,0.28439345955848694,0.28955703636458907,,
40,8,5,True,0.05,32,200,0.0005,147,0.13991403579711914,0.19030290842056274,0.17129233656848844,0.2090090960264206,0.2647199034690857,0.2669298597224789,,
40,8,5,True,0.05,32,200,0.0005,148,0.14917981624603271,0.20260944962501526,0.18410613500645262,0.2135055959224701,0.27099812030792236,0.2704006331901461,,
40,8,5,True,0.05,32,200,0.0005,149,0.14085586369037628,0.22357569634914398,0.19878833895176684,0.20630186796188354,0.2827242910861969,0.2868568005554318,,
40,8,5,True,0.05,32,200,0.0005,150,0.14206735789775848,0.19208727777004242,0.18308764968286306,0.20655132830142975,0.2656731605529785,0.27032755660742686,0.8221132515366474,0.7537577593331342
40,8,5,True,0.05,32,200,0.0005,151,0.13978727161884308,0.1992102861404419,0.17549861831566846,0.20583125948905945,0.2695654630661011,0.27206518763666443,,
40,8,5,True,0.05,32,200,0.0005,152,0.1447082757949829,0.21470873057842255,0.19453870145291455,0.20918883383274078,0.2889009118080139,0.29443059397234056,,
40,8,5,True,0.05,32,200,0.0005,153,0.14158663153648376,0.1902097463607788,0.16363176037921756,0.20702525973320007,0.254209041595459,0.25867000982556987,,
40,8,5,True,0.05,32,200,0.0005,154,0.14262136816978455,0.30231255292892456,0.28574830712494614,0.2092953622341156,0.3585672974586487,0.3698330901637706,,
40,8,5,True,0.05,32,200,0.0005,155,0.14272548258304596,0.24642185866832733,0.22525879756644054,0.2092527449131012,0.3198643922805786,0.32711684448931866,,
40,8,5,True,0.05,32,200,0.0005,156,0.1412045955657959,0.237184539437294,0.2212126699256753,0.20686237514019012,0.3064190149307251,0.3158236206275945,,
40,8,5,True,0.05,32,200,0.0005,157,0.13941094279289246,0.2511148452758789,0.2307157911928631,0.2062915414571762,0.32352563738822937,0.3270755148010274,,
40,8,5,True,0.05,32,200,0.0005,158,0.14525921642780304,0.2266382873058319,0.2113820536122872,0.20891590416431427,0.31152984499931335,0.3129087523606788,,
40,8,5,True,0.05,32,200,0.0005,159,0.1413169801235199,0.27940288186073303,0.2632659631031103,0.2073316127061844,0.34067192673683167,0.344859520883361,,
40,8,5,True,0.05,32,200,0.0005,160,0.1418483555316925,0.20038098096847534,0.17084516886111611,0.20907817780971527,0.2585367262363434,0.25888071732901,0.8240901343357745,0.7702231840304848
40,8,5,True,0.05,32,200,0.0005,161,0.13892091810703278,0.1996394395828247,0.17244461417719076,0.20495690405368805,0.2646283507347107,0.26066145269534585,,
40,8,5,True,0.05,32,200,0.0005,162,0.1368245631456375,0.2518203556537628,0.2259802328269879,0.20557916164398193,0.31868505477905273,0.3221718931977475,,
40,8,5,True,0.05,32,200,0.0005,163,0.1397421658039093,0.28438904881477356,0.2860993683279371,0.20387719571590424,0.3390114903450012,0.35467037788349276,,
40,8,5,True,0.05,32,200,0.0005,164,0.13758544623851776,0.19721315801143646,0.16974656517742925,0.20438657701015472,0.2620503306388855,0.26330358432559753,,
40,8,5,True,0.05,32,200,0.0005,165,0.1357950121164322,0.26940110325813293,0.2562075366048182,0.20237402617931366,0.33851224184036255,0.346669879787981,,
40,8,5,True,0.05,32,200,0.0005,166,0.13828738033771515,0.23487797379493713,0.21774874859407353,0.2039939910173416,0.30025163292884827,0.3085257592297337,,
40,8,5,True,0.05,32,200,0.0005,167,0.13960157334804535,0.22771207988262177,0.2104857496234631,0.2061348855495453,0.30603912472724915,0.3082053269867,,
40,8,5,True,0.05,32,200,0.0005,168,0.13742446899414062,0.22833719849586487,0.21547203998976197,0.2041189819574356,0.2913483679294586,0.3023394973968176,,
40,8,5,True,0.05,32,200,0.0005,169,0.13939937949180603,0.23783838748931885,0.22671744799077692,0.20627941191196442,0.3038991689682007,0.3083133140690696,,
40,8,5,True,0.05,32,200,0.0005,170,0.13720250129699707,0.21787220239639282,0.19667732525649304,0.20419374108314514,0.28752991557121277,0.29383511848000937,0.8037150744043436,0.7354804360457206
40,8,5,True,0.05,32,200,0.0005,171,0.14018037915229797,0.17355120182037354,0.14660279918157654,0.20561613142490387,0.2425403594970703,0.24140895580041952,,
