im_height,neurons,kern_sz,enable_dropout,dp_coeff,batch_size,epochs,learning_rate,epoch,train_loss,val_loss,test_loss,train_mae,val_mae,test_mae,train_r2,test_r2
40,16,5,True,0.2,32,200,0.0005,1,0.5673443078994751,0.47121497988700867,0.4042253991576637,0.4933737516403198,0.41156360507011414,0.3850864957538321,0.5207678539546127,0.4563403473939619
40,16,5,True,0.2,32,200,0.0005,2,0.43473508954048157,0.3606862723827362,0.3299741498752993,0.4016968607902527,0.3275964856147766,0.31791250785759817,,
40,16,5,True,0.2,32,200,0.0005,3,0.333901584148407,0.33115580677986145,0.3041830209362198,0.3427984118461609,0.34313878417015076,0.32955402862751654,,
40,16,5,True,0.2,32,200,0.0005,4,0.286604642868042,0.2433316856622696,0.23020671775747473,0.3105239272117615,0.27268657088279724,0.2636913830135012,,
40,16,5,True,0.2,32,200,0.0005,5,0.25137096643447876,0.2951579988002777,0.2930246528081658,0.2858980596065521,0.3068183362483978,0.29705346384536063,,
40,16,5,True,0.2,32,200,0.0005,6,0.2257324457168579,0.2130904644727707,0.1975029928643309,0.26577720046043396,0.2537524998188019,0.24761373370820397,,
40,16,5,True,0.2,32,200,0.0005,7,0.20422782003879547,0.19111579656600952,0.17830009099298536,0.24926945567131042,0.23876526951789856,0.23634659450667883,,
40,16,5,True,0.2,32,200,0.0005,8,0.19574056565761566,0.19063319265842438,0.1825950939229959,0.2425113320350647,0.24502813816070557,0.24338814565800007,,
40,16,5,True,0.2,32,200,0.0005,9,0.1945423036813736,0.1796358972787857,0.165678404466913,0.24407456815242767,0.22028036415576935,0.2198303009600686,,
40,16,5,True,0.2,32,200,0.0005,10,0.1790209710597992,0.1775997430086136,0.1637700477521016,0.22967784106731415,0.22012805938720703,0.22072984401633083,0.832029337970428,0.7797388104416105
40,16,5,True,0.2,32,200,0.0005,11,0.17745937407016754,0.18728671967983246,0.16562441002109357,0.22803032398223877,0.2438698261976242,0.23860108932089402,,
40,16,5,True,0.2,32,200,0.0005,12,0.16659776866436005,0.16967271268367767,0.15769024213621827,0.2160532921552658,0.20111893117427826,0.20111350379462256,,
40,16,5,True,0.2,32,200,0.0005,13,0.16930027306079865,0.1760970652103424,0.152651915490861,0.2200346738100052,0.22316095232963562,0.2199926161880108,,
40,16,5,True,0.2,32,200,0.0005,14,0.16770392656326294,0.1677767038345337,0.15033115491664756,0.21910305321216583,0.20798836648464203,0.20337483131832612,,
40,16,5,True,0.2,32,200,0.0005,15,0.15825490653514862,0.15832363069057465,0.14312807442197936,0.20918703079223633,0.1893295794725418,0.1902995002507847,,
40,16,5,True,0.2,32,200,0.0005,16,0.1631554365158081,0.16487599909305573,0.14393496040519538,0.21388782560825348,0.20095498859882355,0.19992823336081653,,
40,16,5,True,0.2,32,200,0.0005,17,0.16205894947052002,0.17768064141273499,0.13919291966490138,0.21434202790260315,0.21638549864292145,0.2047345899233847,,
40,16,5,True,0.2,32,200,0.0005,18,0.15538683533668518,0.1726292073726654,0.15374619387102104,0.20572830736637115,0.2252972424030304,0.22417813418215762,,
40,16,5,True,0.2,32,200,0.0005,19,0.16039282083511353,0.16338671743869781,0.13171067626122357,0.2091715782880783,0.20295213162899017,0.20252762486724066,,
